"key","en — English","ru — Русский","ca — Català","de — Deutsch","el — Ελληνικά","es — Español","fr — Français","id — Bahasa Indonesia","it — Italiano","ja — 日本語","nl — Nederlands","oc — Occitan","pt_BR — Português (Brasil)","sv — Svenska","tr — Türkçe","zh_Hans — 简体中文","zh_Hant — 繁體中文"
"BoardSetup.step-project","Project","Проект","","","","","","","","","","","","","","",""
"BoardSetup.step-source","Source","Источник","","","","","","","","","","","","","","",""
"BoardSetup.subtitle","The board's columns and routes are already in place. What is left is to say where things are on your machine.","Колонки и маршруты у доски уже есть. Осталось указать, что где находится на вашей машине.","","","","","","","","","","","","","","",""
"BoardSetup.title","Set up this board: {step}","Настройка доски: {step}","","","","","","","","","","","","","","",""
"BoardTemplateSelector.add-template","Create new template","Новый шаблон","Crea una nova plantilla","Neue Vorlage erstellen","","Crear nueva plantilla","Nouveau modèle","Template baru","Nuovo modello","テンプレート新規作成","Nieuwe sjabloon aanmaken","","Criar novo modelo","Skapa ny mall","Yeni kalıp ekle","创建新模板","創建新模板"
"BoardTemplateSelector.create-empty-board","Create empty board","Создать пустую доску","Crea un taulell buit","Leeres Board erstellen","","Crear un tablero vacío","Créer un tableau vide","Buat board kosong","Crea una board vuota","空のBoardを作成","Maak een leeg bord","","Criar um board vazio","Skapa en tom board","Boş bir pano ekle","创建空白板块","建立空看板"
"BoardTemplateSelector.delete-template","Delete","Удалить","Esborra","Löschen","","Eliminar","Supprimer","Hapus","Elimina","削除する","Verwijderen","","Excluir","Ta bort","Sil","删除","刪除"
"BoardTemplateSelector.description","Add a board to the sidebar using any of the templates defined below or start from scratch.","Добавьте доску на боковую панель, используя любой из шаблонов, описанных ниже, или начните с нуля.","Afegeix el taulell a la barra lateral usant alguna de les plantilles definides a sota o comença des de zero.","Füge ein Board hinzu, indem du eine der unten definierten Vorlagen verwendest oder ganz neu beginnst.","","Agregar un tablero a la barra lateral usando alguna de las plantillas definidas a continuación o empezar desde cero.","Ajoutez un tableau à la barre latérale en utilisant l'un des modèles définis ci-dessous ou recommencez de zéro.","Pilih template untuk membantu Anda memulai. Sesuaikan template dengan mudah agar sesuai dengan kebutuhan Anda, atau buat papan kosong untuk memulai dari awal.","Scegli un modello per iniziare. Personalizza facilmente il modello in base alle tue esigenze o crea una board vuota per iniziare da zero.","以下のテンプレートを使用するか、空の状態から作成することで、サイドバーにBoardを追加できます。","Voeg een bord aan de zijbalk door één van onderstaande sjabloon te gebruiken of start helemaal vanaf nul.","","Adicione um quadro à barra lateral usando qualquer um dos modelos definidos abaixo ou comece do zero.","Lägg till ett Board till sidomenyn genom att välja någon av mallarna nedan eller börja med en tom.","Kalıplardan birini kullanarak ya da sıfırdan başlayarak yan çubuğa bir pano ekleyin.","选择一个模板助你开始。或者创建一个空白板块，从零开始。","使用下方定義的模板或從頭開始，從側邊欄新增一個區塊。"
"BoardTemplateSelector.edit-template","Edit","Изменить","Edita","Bearbeiten","","Editar","Éditer","Ubah","Modifica","編集","Bewerken","","Editar","Ändra","Düzenle","编辑","編輯"
"BoardTemplateSelector.plugin.no-content-description","Add a board to the sidebar using any of the templates defined below or start from scratch.","Добавьте доску на боковую панель, используя любой из указанных ниже шаблонов, или начните с нуля.","Afegeix el taulell a la barra lateral usant alguna de les plantilles definides a sota o comença des de zero.","Füge ein Board zur Seitenleiste hinzu, indem du eine der Vorlagen unten verwendest oder starte mit einem leeren Board.","","Agregar un tablero a la barra lateral usando alguna de las plantillas definidas a continuación o empezar desde cero.","Ajouter un tableau à la barre latérale en utilisant l'un des modèles ci-dessous ou commencer à partir de zéro.","Tambahkan papan ke bilah sisi menggunakan salah satu kerangka yang ditentukan di bawah atau mulai dari awal.{lineBreak} Anggota ""{workspaceName}"" akan memiliki akses ke papan yang dibuat di sini.","Aggiungi una bacheca alla barra laterale utilizzando uno dei modelli definiti di seguito o inizia da zero.{lineBreak} I membri di ""{teamName}"" avranno accesso alle bacheche create qui.","以下のテンプレートを使用するか、空の状態から作成することで、サイドバーにBoardを追加できます。","Voeg een bord aan de zijbalk door één van onderstaande sjabloon te gebruiken of start helemaal vanaf nul.","","Adicione um board à barra lateral usando um dos templates disponíveis abaixo ou comece do zero.","Lägg till en Board till sidofältet genom att använda en av mallarna nedan eller starta med en tom.","Aşağıdaki kalıplardan birini kullanarak ya da sıfırdan başlayarak yan çubuğa bir pano ekleyin.","使用下面定义好的任意模板给侧栏添加一个看板，或者从头开始。","在側邊欄新增一個板塊，可以使用下方定義的任意範本或從新開始。"
